state,unique_date,optimized_los,objective
US,2023-09-23,5.657535480442541,410871
US,2023-09-24,5.607981220157452,412430
US,2023-09-25,5.993062913003518,460644
US,2023-09-26,5.636316021555351,459941
US,2023-09-27,4.5271717639135725,494332
US,2023-09-28,5.562272506505538,380449
US,2023-09-29,5.83285650701737,469517
US,2023-09-30,5.477003360900112,434337
US,2023-10-01,4.750776405003785,495287
US,2023-10-02,5.573475209932456,447581
US,2023-10-03,5.832815729997476,485856
US,2023-10-04,5.414612112698857,410992
US,2023-10-05,5.306336451220212,459255
US,2023-10-06,5.489148022247201,424556
US,2023-10-07,5.832815729997476,437696
US,2023-10-08,5.580767913003371,451967
US,2023-10-09,5.939180804297164,511541
US,2023-10-10,5.4668706772965,444371
US,2023-10-11,5.536858594752345,569839
US,2023-10-12,5.431262818378121,449398
US,2023-10-13,5.738529902659335,483527
US,2023-10-14,5.876482078134417,426199
US,2023-10-15,6.009870562268231,455305
US,2023-10-16,5.4660401250580195,452087
US,2023-10-17,5.788454836969181,436004
US,2023-10-18,5.415579121480064,457737
US,2023-10-19,5.7513271182452925,519427
US,2023-10-20,5.528476288111794,444958
US,2023-10-21,5.680509749431407,421097
US,2023-10-22,5.578320503562663,427824
US,2023-10-23,5.652332986687624,421337
US,2023-10-24,5.832815729997476,555760
US,2023-10-25,5.7405496272979715,519835
US,2023-10-26,5.6089295332982605,477139
US,2023-10-27,5.369778056236609,489534
US,2023-10-28,5.840125447402009,458708
US,2023-10-29,5.668310111962876,457062
US,2023-10-30,5.832815729997476,412580
US,2023-10-31,5.6529471452592,557329
US,2023-11-01,5.627128855038382,428941
US,2023-11-02,5.894518463555073,498489
US,2023-11-03,5.832815729997476,494303
US,2023-11-04,5.751612397975414,475153
US,2023-11-05,5.865029029578801,512098
US,2023-11-06,5.9309891697631185,455428
US,2023-11-07,5.639387124480044,446759
US,2023-11-08,5.71735754697295,475677
US,2023-11-09,5.820807180904959,478365
US,2023-11-10,5.775149077844298,459347
US,2023-11-11,5.832815729997476,413613
US,2023-11-12,5.83184747319311,413442
US,2023-11-13,5.50643915486034,467506
US,2023-11-14,5.662983405140087,430423
US,2023-11-15,5.498161329616224,490846
US,2023-11-16,5.991494452710005,494744
US,2023-11-17,5.72349257693254,443370
US,2023-11-18,5.832815729997476,511864
US,2023-11-19,5.830982900156759,592569
US,2023-11-20,5.725608094678949,431686
US,2023-11-21,5.832815729997476,466638
US,2023-11-22,5.86540168370863,456791
US,2023-11-23,5.8905324282923806,542955
US,2023-11-24,5.792963197969075,489679
US,2023-11-25,5.621632876747711,515657
US,2023-11-26,6.046094810488565,526623
US,2023-11-27,5.779176206083061,431153
US,2023-11-28,6.016612154926697,541247
US,2023-11-29,5.556440187855637,465587
US,2023-11-30,5.739703357382866,72985
US,2023-12-01,5.784865138609918,73083
US,2023-12-02,5.752045394312724,106978
US,2023-12-03,5.723293288302638,123065
US,2023-12-04,5.783771252250868,141024
US,2023-12-05,5.781556493253374,161670
US,2023-12-06,5.832671403642197,183731
US,2023-12-07,5.788026545696077,203168
US,2023-12-08,5.8059255533787235,222496
US,2023-12-09,5.808479074503612,240313
US,2023-12-10,5.804018163242348,259242
US,2023-12-11,5.855260576454969,276602
US,2023-12-12,5.837041612451833,296858
US,2023-12-13,5.825485492294733,318498
US,2023-12-14,5.772773019598414,341918
US,2023-12-15,5.849226819747474,358065
US,2023-12-16,5.819644712293961,379079
US,2023-12-17,5.818294764696405,398815
US,2023-12-18,5.8704866705574,421027
US,2023-12-19,5.830912353861842,446704
US,2023-12-20,5.788138940644776,469301
US,2023-12-21,5.83285650701737,495827
US,2023-12-22,5.842697019557622,522909
US,2023-12-23,5.84087420006395,542473
US,2023-12-24,5.825516200276843,567772
US,2023-12-25,5.981752199320466,579005
US,2023-12-26,5.8321941937932085,593504
US,2023-12-27,5.5830522878145965,610547
US,2023-12-28,5.862812618890856,619593
US,2023-12-29,5.834970206175953,618691
US,2023-12-30,5.787593832552103,670858
US,2023-12-31,5.75610481408815,696756
US,2024-01-01,5.832815729997476,616737
US,2024-01-02,5.71256500600406,651804
US,2024-01-03,5.876541184362561,713508
US,2024-01-04,5.691883224401288,824502
US,2024-01-05,5.832815729997476,770171
US,2024-01-06,5.875034851872385,828031
US,2024-01-07,5.580100383500583,874430
US,2024-01-08,5.514535484140459,824381
US,2024-01-09,5.6461482432075965,900926
US,2024-01-10,5.430592849064472,885347
US,2024-01-11,5.763407519869685,979173
US,2024-01-12,5.843270201326403,931999
US,2024-01-13,5.7743791874012285,938110
US,2024-01-14,5.842634690908053,1060216
US,2024-01-15,5.978939374817921,1017828
US,2024-01-16,6.009087147450829,1145355
US,2024-01-17,5.577011214021646,1260699
US,2024-01-18,6.110257170456607,1103202
US,2024-01-19,5.837159837212101,1177237
US,2024-01-20,5.960427089500237,1227455
US,2024-01-21,6.0923710310670876,1199662
US,2024-01-22,5.97915023470257,1219972
US,2024-01-23,5.880140678834716,1183590
US,2024-01-24,6.106900034508078,1226721
US,2024-01-25,5.814209337771503,1413719
US,2024-01-26,5.738126147609129,1364632
US,2024-01-27,5.857163571868908,1328505
US,2024-01-28,5.7275715118674375,1362287
US,2024-01-29,6.270065268693618,1343031
US,2024-01-30,5.428960661353927,1369773
US,2024-01-31,6.318525457039218,1645207
US,2024-02-01,6.042259244354492,1407766
US,2024-02-02,5.950159102931888,1323366
US,2024-02-03,5.902638903960467,1261741
US,2024-02-04,5.834660313236808,1267997
US,2024-02-05,5.916032980410653,1286171
US,2024-02-06,5.814763335637978,1278348
US,2024-02-07,6.077569811601595,1357892
US,2024-02-08,5.745519757302928,1382383
US,2024-02-09,5.843488420489746,1346404
US,2024-02-10,6.284316637098978,1263226
US,2024-02-11,5.9087400245547785,1244942
US,2024-02-12,5.871685908159914,1449788
US,2024-02-13,6.257291703848119,1386500
US,2024-02-14,5.832815729997476,1370129
US,2024-02-15,5.882706859644588,1384862
US,2024-02-16,5.591326771517563,1669128
US,2024-02-17,6.778473842204907,1414753
US,2024-02-18,5.779534482500798,1365910
US,2024-02-19,5.509098662818477,1423629
US,2024-02-20,6.294039164990241,1518199
US,2024-02-21,5.627202591995702,1464214
US,2024-02-22,5.832815729997476,1577419
US,2024-02-23,5.832815729997476,1384498
US,2024-02-24,5.7535054225641185,1376220
US,2024-02-25,5.511129589357892,1412995
US,2024-02-26,6.0396585064126285,1297033
US,2024-02-27,5.652361655069427,1503935
US,2024-02-28,5.640288090259958,1363425
US,2024-02-29,6.1632909135744764,867323
US,2024-03-01,6.07322399863367,939106
US,2024-03-02,5.947056921808222,892664
US,2024-03-03,6.31482816086098,970510
US,2024-03-04,5.690498855802336,945414
US,2024-03-05,6.002989262060817,928520
US,2024-03-06,6.116589537200909,969256
US,2024-03-07,6.174960653213518,890829
US,2024-03-08,5.791957237507207,952942
US,2024-03-09,6.297158727924188,907501
US,2024-03-10,6.246911196131252,1002330
US,2024-03-11,6.067595365923922,984346
US,2024-03-12,6.245220217670053,1021151
US,2024-03-13,6.114547075671791,1000242
US,2024-03-14,6.066629240355627,968412
US,2024-03-15,6.209571023834445,986129
US,2024-03-16,6.107183703777535,1126511
US,2024-03-17,5.677645340520996,1106280
US,2024-03-18,6.546480718839747,1016068
US,2024-03-19,6.2564354980356045,1017518
US,2024-03-20,6.554828506397145,1097367
US,2024-03-21,6.404423198004088,1056957
US,2024-03-22,6.265998627498402,1065818
US,2024-03-23,6.28726828528235,1053583
US,2024-03-24,6.188193552093068,1097689
US,2024-03-25,6.062870815718087,1125923
US,2024-03-26,6.192996479334971,1140867
US,2024-03-27,6.131985603368048,1047613
US,2024-03-28,6.481843000064416,1143347
US,2024-03-29,6.139066768217317,1196781
US,2024-03-30,6.277534990015561,1153883
US,2024-03-31,6.140995943582254,455373
US,2024-04-01,6.4344124501453726,457321
US,2024-04-02,6.169476564752986,411259
US,2024-04-03,6.209338389895647,418357
US,2024-04-04,6.460247379440033,413693
US,2024-04-05,6.361006565613044,414332
US,2024-04-06,6.190966407796766,433065
US,2024-04-07,6.551568362581167,429596
US,2024-04-08,6.337742947465958,421849
US,2024-04-09,6.325586986328961,420376
US,2024-04-10,6.379677208577361,399363
US,2024-04-11,6.227015908320422,397496
US,2024-04-12,6.174485772091943,404344
US,2024-04-13,6.488475255474487,413565
US,2024-04-14,6.163147334937999,419179
US,2024-04-15,5.809894579999061,471281
US,2024-04-16,6.087728620734612,393186
US,2024-04-17,6.29017764879582,387348
US,2024-04-18,6.153814822111916,360482
US,2024-04-19,6.25410376472778,399772
US,2024-04-20,6.216563724379259,344818
US,2024-04-21,5.748359372497506,396407
US,2024-04-22,6.236324356670073,386762
US,2024-04-23,6.2344274882337585,403002
US,2024-04-24,6.280807263342059,374483
US,2024-04-25,5.663671559954477,400816
US,2024-04-26,5.832883947264175,375359
